X;id_tanggal_transaksi_awal;tanggal_transaksi_awal;tipe_kartu;id_merchant;nama_merchant;tipe_mesin;tipe_transaksi;nama_transaksi;nilai_transaksi;id_negara;nama_negara;nama_kota;lokasi_mesin;pemilik_mesin;waktu_transaksi;kuartal_transaksi;kepemilikan_kartu;nama_channel;id_channel;flag_transaksi_finansial;status_transaksi;bank_pemilik_kartu;rata_rata_nilai_transaksi;maksimum_nilai_transaksi;minimum_nilai_transaksi;rata_rata_jumlah_transaksi;flag_transaksi_fraud;grouped_time;selisih_transaksi
7041;2457534;2457616;103;-2;1798;1394705;26;10;700000;96;5;60;1101;613;164622;3;2;1;9;FALSE;3;999;300000;1000000;26500;1,27;1;2;400000
11211;2457507;2457597;111;-2;1798;2796161;385;11;1250000;96;5;128;4315;613;75731;2;2;1;9;FALSE;3;999;1904523,256;22000000;100000;1,23;1;1;654523,256
1743;2457505;2457570;111;-2;1798;154536;385;11;1250000;96;5;128;3941;613;3829;1;2;1;9;FALSE;3;999;1914436,709;19312500;100000;1,38;1;1;664436,709
13958;2457355;2457441;93;-2;1798;-3;156;12;700000;96;5;208;5667;2386;222238;4;1;5;8;FALSE;3;999;534630;5000000;50000;1,7;1;1;165370
12919;2457595;2457645;111;-2;1798;-3;156;12;1250000;96;5;8;75;262;221450;4;1;5;8;FALSE;3;999;956697,0588;2500000;50000;2,05;1;1;293302,9412
7706;2457465;2457548;93;-2;1798;226374;385;11;1500000;96;5;256;4557;613;112905;2;2;1;9;FALSE;3;999;3079809,664;40000000;269700;2,48;1;2;1579809,664
6276;2457413;2457504;111;-2;1798;-3;156;12;1250000;96;5;8;145;181;122512;3;1;5;8;FALSE;3;999;711007,8384;15000000;93400;1,57;1;2;538992,1616
13513;2457301;2457361;0;-2;1798;1285717;26;10;2500000;96;5;128;663;613;180521;4;2;1;9;FALSE;3;999;2088255,556;10000000;84584;1,56;1;2;411744,444
14636;2457522;2457600;111;511350;1585;2415417;58;6;100000;96;5;265;6705;2316;80901;2;2;2;4;FALSE;3;999;494765,4412;3367000;24600;1,36;1;2;394765,4412
11204;2457452;2457544;103;-2;1798;78908;159;19;50000;96;5;259;3638;613;214213;4;2;1;9;FALSE;3;999;399307,3333;1500000;20000;2,4;1;3;349307,3333
12654;2457581;2457672;104;-2;1798;-3;156;12;1250000;96;5;8;188;14;142512;3;1;5;8;FALSE;3;999;607461,6772;2000000;25000;1,3;1;2;642538,3228
2035;2457371;2457420;93;-2;1798;-3;156;12;500000;96;5;268;1466;317;124936;3;1;5;8;FALSE;3;999;1275542,938;6000000;39200;1,57;1;2;775542,938
2646;2457495;2457516;0;-2;1798;2102395;385;11;2500000;96;5;128;3005;613;130428;3;2;1;9;FALSE;3;999;1855409,474;6000000;15034;2,66;1;2;644590,526
1182;2457561;2457626;93;-2;1798;1154046;301;16;10000000;96;5;75;498;613;111831;2;2;1;9;FALSE;3;999;4906702,847;75000000;50000;2,4;1;2;5093297,153
5514;2457423;2457460;111;-2;1798;888;385;11;1300000;96;5;75;2223;613;133743;3;2;1;9;FALSE;3;999;974796,748;1250000;1000000;1,81;1;2;325203,252
10333;2457514;2457547;111;-2;1798;-3;156;12;2000000;96;5;265;5691;333;173620;3;1;5;8;FALSE;3;999;1349631,648;16700000;20000;3,37;1;2;650368,352
3494;2457374;2457464;0;-2;1798;-3;156;12;550000;96;5;284;104;127;112337;2;1;5;8;FALSE;3;999;911285,6957;3000000;200000;1,77;1;2;361285,6957
6226;2457381;2457430;0;-2;1798;-3;156;12;1500000;96;5;229;282;561;204318;4;1;5;8;FALSE;3;999;825137,931;3373260;75000;2,78;1;3;674862,069
6496;2457612;2457703;111;-2;1798;3156139;385;11;1250000;96;5;265;8423;613;225529;4;2;1;9;FALSE;3;999;974796,748;3600000;53266;1,55;1;1;275203,252
1901;2457447;2457483;93;-2;1798;-3;156;12;50000;96;5;128;1360;989;220704;4;1;5;8;FALSE;3;999;1968525,424;50000000;100000;2,88;1;1;1918525,424
12351;2457490;2457496;104;-2;1798;-3;156;12;1500000;96;5;8;118;143;124837;3;1;5;8;FALSE;3;999;603421,1754;2000000;25000;1,68;1;2;896578,8246
7486;2457644;2457704;104;-2;1798;457;385;11;500000;96;5;70;2664;613;90054;2;2;1;9;FALSE;3;999;1004545,455;4000000;25000;1,57;1;2;504545,455
6727;2457556;2457567;93;-2;1798;1089152;385;11;1250000;96;5;72;313;613;201225;4;2;1;9;FALSE;3;999;6306175,917;75000000;41804;2,4;1;3;5056175,917
12054;2457456;2457513;111;-2;1798;-3;156;12;1250000;96;5;80;7779;2180;151238;3;1;5;8;FALSE;3;999;1084155,325;15190000;100000;1,61;1;2;165844,675
10817;2457372;2457441;93;-2;1798;2408865;26;10;1250000;96;5;265;3707;613;72645;2;2;1;9;FALSE;3;999;1884018,29;6000000;50000;1,5;1;1;634018,29
5119;2457382;2457471;93;25037;1465;2636805;58;6;1320000;96;5;128;6506;2187;92449;2;2;2;4;FALSE;3;999;2459850,889;68505000;50000;3,58;1;2;1139850,889
12092;2457660;2457710;104;-2;1798;1411424;159;19;30000;96;5;128;1258;613;1211;1;2;1;9;FALSE;3;999;822954,5652;2500000;30000;1,84;1;1;792954,5652
6004;2457549;2457611;111;-2;1798;1413148;385;11;2500000;96;5;239;1206;613;65131;2;2;1;9;FALSE;3;999;2509497,895;8640720;100000;2,08;1;1;9497,895
7658;2457528;2457569;111;-2;1798;2593941;26;10;550000;96;5;265;4103;613;113219;2;2;1;9;FALSE;3;999;102727,2727;243000;50000;1,38;1;2;447272,7273
13049;2457391;2457482;2;-2;1798;-3;440;15;50000000;96;5;128;1267;1641;115203;2;1;5;8;FALSE;3;999;19635989,95;75000000;240000;4,92;1;2;30364010,05
4752;2457395;2457488;111;-2;1798;-3;156;12;300000;96;5;5;43;244;185505;4;1;5;8;FALSE;3;999;571282,1455;2500000;26500;1,94;1;2;271282,1455
14278;2457461;2457517;4;-2;1798;2503835;238;9;2500000;96;5;237;8263;613;161701;3;2;1;9;FALSE;3;999;4980863,551;24504480;1000000;1,57;1;2;2480863,551
5716;2457506;2457510;111;-2;1798;2176673;385;11;1250000;96;5;128;3177;613;140321;3;2;1;9;FALSE;3;999;979613,6923;5000000;33700;1,65;1;2;270386,3077
1883;2457382;2457473;103;-2;1798;-3;156;12;600000;96;5;189;5643;2416;193013;4;1;5;8;FALSE;3;999;1370392,62;5899300;25000;2,6;1;3;770392,62
11620;2457316;2457324;0;-2;1798;1206908;26;10;2500000;96;5;70;569;613;164355;3;2;1;9;FALSE;3;999;2107621,535;10000000;84584;1,58;1;2;392378,465
5265;2457561;2457615;5;-2;1798;3039994;159;19;10000000;96;5;128;8182;613;173538;3;2;1;9;FALSE;3;999;1376050;2592200;200000;1,43;1;2;8623950
8858;2457461;2457538;103;-2;1798;-3;156;12;1250000;96;5;8;231;211;131145;3;1;5;8;FALSE;3;999;839332,1839;5000000;50000;2,35;1;2;410667,8161
8185;2457298;2457342;111;-2;1798;-3;156;12;1000000;96;5;7;177;176;114730;2;1;5;8;FALSE;3;999;473234,8894;5000000;25000;1,73;1;2;526765,1106
1676;2457611;2457690;93;-2;1798;1613200;26;10;1250000;96;5;128;1805;613;125219;3;2;1;9;FALSE;3;999;679086,125;16000000;25000;1,8;1;2;570913,875
6986;2457504;2457506;103;-2;1798;2506821;26;10;400000;96;5;265;8277;613;85553;2;2;1;9;FALSE;3;999;471208,0536;2500000;38500;1,62;1;2;71208,0536
3274;2457550;2457596;111;245299;656;2206633;58;6;1584315;96;5;70;5918;1088;192733;4;2;2;4;FALSE;3;999;1229108;10000000;13462;1,58;1;3;355207
3502;2457383;2457460;103;-2;1798;-3;156;12;600000;96;5;223;1290;1668;71124;2;1;5;8;FALSE;3;999;524216,0714;2550000;27100;1,5;1;1;75783,9286
7650;2457543;2457636;93;-2;1798;-3;440;15;50000;96;5;60;2005;2420;111842;2;1;5;8;FALSE;3;999;663721,7593;2500000;50000;1,33;1;2;613721,7593
6878;2457428;2457472;0;-2;1798;-3;156;12;1250000;96;5;128;5286;1983;164225;3;1;5;8;FALSE;3;999;708253,3333;21000000;93400;1,39;1;2;541746,6667
5010;2457329;2457421;111;-2;1798;-3;156;12;1250000;96;5;128;4864;2562;184011;4;1;5;8;FALSE;3;999;1409213,632;5000000;250000;2,9;1;2;159213,632
8064;2457325;2457416;111;-2;1798;1245644;238;9;4900000;96;5;128;5301;613;183022;4;2;1;9;FALSE;3;999;440822,8642;1550000;55000;1,71;1;2;4459177,136
5228;2457411;2457442;103;-2;1798;1137760;26;10;1800000;96;5;237;409;613;124445;3;2;1;9;FALSE;3;999;922222,2222;2500000;21900;1,5;1;2;877777,7778
5775;2457640;2457731;104;586208;1205;2746437;58;6;31600;96;5;265;7797;1807;154840;3;2;2;4;FALSE;3;999;181401,7917;650000;24500;1,37;1;2;149801,7917
1455;2457325;2457410;103;199046;191;2285234;237;4;400000;96;5;128;7012;482;134311;3;2;2;4;FALSE;3;999;687288,9362;4600000;60000;1,34;1;2;287288,9362
1071;2457519;2457590;103;-2;1798;2455876;385;11;1250000;96;5;101;8071;613;84208;2;2;1;9;FALSE;3;999;618666,6667;2500000;21950;1,91;1;2;631333,3333
6686;2457395;2457471;93;-2;1798;-3;156;12;100000;96;5;259;1355;2119;101140;2;1;5;8;FALSE;3;999;1803184,914;9100000;51600;2,55;1;2;1703184,914
2805;2457427;2457511;111;-2;1798;-3;156;12;1250000;96;5;128;5100;734;61751;2;1;5;8;FALSE;3;999;1505702,752;3400000;300000;1,17;1;1;255702,752
5361;2457596;2457686;104;-2;1798;-3;156;12;2500000;96;5;13;161;274;101310;2;1;5;8;FALSE;3;999;1051267,143;8000000;26500;3,35;1;2;1448732,857
10698;2457607;2457705;111;-2;1798;1948846;385;11;1250000;96;5;152;2547;613;125153;3;2;1;9;FALSE;3;999;1341279,07;3570000;57600;3,55;1;2;91279,07
2898;2457460;2457551;111;-2;1798;-3;156;12;1500000;96;5;152;4612;1340;231009;4;1;5;8;FALSE;3;999;1769056,604;11000000;301500;1,29;1;1;269056,604
10625;2457467;2457552;111;473382;122;3004073;227;1;100000;96;5;128;7429;407;220925;4;2;2;4;FALSE;3;999;3966297,721;20000000;60000;1,44;1;1;3866297,721
9013;2457347;2457354;111;-2;1798;-3;156;12;1200000;96;5;277;279;560;175551;3;1;5;8;FALSE;3;999;1157710,068;18493000;21000;2;1;2;42289,932
1014;2457523;2457612;4;-2;1798;1769588;159;19;150000;96;5;60;2140;613;160047;3;2;1;9;FALSE;3;999;171617,5967;1600000;10000;2,77;1;2;21617,5967
9755;2457455;2457536;4;-2;1798;-3;156;12;200000;96;5;128;1531;2001;161752;3;1;5;8;FALSE;3;999;1418068,929;14900000;78648;1,57;1;2;1218068,929
3070;2457562;2457655;111;-2;1798;-3;156;12;1250000;96;5;8;151;193;120202;3;1;5;8;FALSE;3;999;1590310,462;2500000;100000;1,5;1;2;340310,462
4528;2457459;2457467;0;-2;1798;1499127;385;11;2000000;96;5;70;1598;613;91759;2;2;1;9;FALSE;3;999;1460714,286;2600000;100000;2,43;1;2;539285,714
300;2457499;2457590;0;-2;1798;-3;156;12;1250000;96;5;147;7755;617;150214;3;1;5;8;FALSE;3;999;1906500,922;2661000;537665;1,36;1;2;656500,922
4756;2457576;2457658;103;-2;1798;2069723;26;10;1250000;96;5;102;2917;613;91234;2;2;1;9;FALSE;3;999;1203335,632;5700000;91762;1,26;1;2;46664,368
723;2457378;2457442;0;-2;1798;2216;159;19;2785000;96;5;128;519;613;130759;3;2;1;9;FALSE;3;999;1032780,882;2500000;52000;2,52;1;2;1752219,118
13259;2457547;2457630;1;365989;1758;2817571;58;6;663930;96;5;136;7500;2573;211200;4;2;2;4;FALSE;3;999;646160,1277;3000000;50000;1,22;1;3;17769,8723
11170;2457570;2457576;111;-2;1798;-3;440;15;20000000;96;5;128;4872;1011;201839;4;1;5;8;FALSE;3;999;3114958,065;10000000;65500;1,82;1;3;16885041,94
2413;2457311;2457378;0;-2;1798;-3;156;12;750000;96;5;8;54;172;115611;2;1;5;8;FALSE;3;999;734147,7273;1250000;200000;2,29;1;2;15852,2727
7871;2457320;2457403;93;-2;1798;2186440;26;10;2500000;96;5;186;3344;613;183423;4;2;1;9;FALSE;3;999;7092883,165;40000000;533000;2;1;2;4592883,165
8362;2457584;2457630;4;-2;1798;2686832;26;10;1250000;96;5;244;8507;613;143502;3;2;1;9;FALSE;3;999;1289281,569;2500000;1000000;1,17;1;2;39281,569
4102;2457542;2457634;103;-2;1798;-3;156;12;500000;96;5;8;77;152;30428;1;1;5;8;FALSE;3;999;306877,4032;2000000;25000;1,44;1;1;193122,5968
7812;2457555;2457628;93;-2;1798;2376205;385;11;1250000;96;5;60;3728;613;174753;3;2;1;9;FALSE;3;999;6306175,917;40000000;100000;2,5;1;2;5056175,917
2527;2457495;2457537;138;297009;1735;2820211;58;6;1162100;96;5;244;6844;2547;164521;3;2;2;4;FALSE;3;999;443062,5;1500000;50000;1,13;1;2;719037,5
9334;2457650;2457745;111;-2;1798;-3;156;12;1250000;96;5;80;7815;2514;144526;3;1;5;8;FALSE;3;999;595613;3300000;45000;1,63;1;2;654387
12707;2457445;2457534;111;-2;1798;-3;156;12;2000000;96;5;8;92;262;124010;3;1;5;8;FALSE;3;999;1027148,674;8400000;25000;2,33;1;2;972851,326
3961;2457499;2457534;93;-2;1798;220363;385;11;1250000;96;5;128;4409;613;154823;3;2;1;9;FALSE;3;999;1534142,009;11869000;15104;1,59;1;2;284142,009
13351;2457554;2457557;103;-2;1798;-3;156;12;2000000;96;5;128;4727;1115;103100;2;1;5;8;FALSE;3;999;421204,6282;10000000;26500;2;1;2;1578795,372
1519;2457371;2457453;0;-2;1798;-3;156;12;500000;96;5;58;63;152;54354;1;1;5;8;FALSE;3;999;601394,7368;2000000;30760;1,94;1;1;101394,7368
6786;2457650;2457745;111;-2;1798;2440203;26;10;100000;96;5;102;3968;613;183612;4;2;1;9;FALSE;3;999;189089,3556;1000000;14990;1,57;1;2;89089,3556
11727;2457470;2457528;111;-2;1798;1308450;159;19;7000000;96;5;60;760;613;225601;4;2;1;9;FALSE;3;999;744160,56;2700000;27600;1,72;1;1;6255839,44
8761;2457341;2457439;5;-2;1798;-3;156;12;1000000;96;5;60;2005;1389;105635;2;1;5;8;FALSE;3;999;415800;1000000;100000;2,4;1;2;584200
5335;2457335;2457326;93;603443;692;2813060;58;6;1008000;96;5;293;5985;1123;151001;3;2;2;4;FALSE;3;999;2356360,717;24000000;47160;3,41;1;2;1348360,717
2760;2457572;2457660;103;-2;1798;-3;156;12;1500000;96;5;101;7741;1341;134356;3;1;5;8;FALSE;3;999;238342,3333;900000;17000;1,27;1;2;1261657,667
10254;2457662;2457752;104;-2;1798;3439697;26;10;2500000;96;5;60;8656;613;212227;4;2;1;9;FALSE;3;999;616022,2222;3300000;66120;1,67;1;3;1883977,778
1599;2457644;2457723;104;-2;1798;518;159;19;100000;96;5;128;2580;613;214405;4;2;1;9;FALSE;3;999;835530,303;5000000;100000;1,58;1;3;735530,303
9089;2457480;2457492;111;-2;1798;1357824;26;10;2500000;96;5;221;842;613;144416;3;2;1;9;FALSE;3;999;2435763,889;10000000;100000;3,57;1;2;64236,111
14865;2457636;2457700;4;-2;1798;1959973;238;9;200000;96;5;128;5527;613;63842;2;2;1;9;FALSE;3;999;467403,8462;4000000;50000;1,74;1;1;267403,8462
13098;2457601;2457689;2;-2;1798;1289502;385;11;2500000;96;5;223;695;613;93709;2;2;1;9;FALSE;3;999;15523460,4;100000000;25000;4,53;1;2;13023460,4
4268;2457395;2457478;111;-2;1798;-3;156;12;1000000;96;5;128;7838;506;161524;3;1;5;8;FALSE;3;999;207690,4762;2970000;20000;1,6;1;2;792309,5238
2249;2457438;2457509;104;-2;1798;1285722;385;11;2000000;96;5;128;667;613;92941;2;2;1;9;FALSE;3;999;785000;1000000;147850;2,25;1;2;1215000
12747;2457593;2457635;111;-2;1798;-3;156;12;900000;96;5;5;43;101;135636;3;1;5;8;FALSE;3;999;1286198,547;10580000;117035;3,47;1;2;386198,547
2463;2457595;2457593;111;-2;1798;168;385;11;100000;96;5;241;52;613;113937;2;2;1;9;FALSE;3;999;453054,9636;2500000;10000;1,6;1;2;353054,9636
11045;2457328;2457375;4;-2;1798;-3;156;12;250000;96;5;128;1271;1636;102109;2;1;5;8;FALSE;3;999;931368,5541;12828000;21300;3,16;1;2;681368,5541
3378;2457592;2457665;104;-2;1798;2197623;238;9;1150000;96;5;244;5593;613;173412;3;2;1;9;FALSE;3;999;1029886,598;4550000;63060;1,8;1;2;120113,402
412;2457406;2457450;111;-2;1798;2339440;26;10;500000;96;5;128;3451;613;54421;1;2;1;9;FALSE;3;999;784863,0684;4400000;26500;1,57;1;1;284863,0684
3718;2457512;2457539;103;-2;1798;3031391;385;11;1250000;96;5;128;8036;613;153048;3;2;1;9;FALSE;3;999;831094,8276;3000000;100000;1,26;1;2;418905,1724
3320;2457390;2457479;93;-2;1798;-3;156;12;100000;96;5;101;7788;1533;63712;2;1;5;8;FALSE;3;999;2252329,14;23851400;30000;2,84;1;1;2152329,14
8124;2457499;2457553;111;-2;1798;-3;156;12;300000;96;5;101;5218;2046;111844;2;1;5;8;FALSE;3;999;1008695,652;5500000;50000;1,32;1;2;708695,652
20;2457458;2457513;104;-2;1798;-3;156;12;450000;96;5;128;7790;2149;203133;4;1;5;8;FALSE;3;999;2548153,019;11813000;41500;1,71;1;3;2098153,019
14039;2457542;2457635;104;-2;1798;174;159;19;275000;96;5;114;3178;613;203747;4;2;1;9;FALSE;3;999;491288,68;3000000;25000;1,36;1;3;216288,68
9923;2457463;2457556;111;-2;1798;-3;156;12;1500000;96;5;8;116;145;185036;4;1;5;8;FALSE;3;999;1358618,677;12258351;40000;1,71;1;2;141381,323
5281;2457352;2457359;5;-2;1798;2254483;301;16;10000000;96;5;265;7893;613;142109;3;2;1;9;FALSE;3;999;1728253,222;9200000;226957;1,53;1;2;8271746,778
12223;2457324;2457416;93;118917;1588;1803667;58;6;634850;96;5;128;5780;2338;190216;4;2;2;4;FALSE;3;999;2356360,717;68505000;50000;1,35;1;3;1721510,717
14318;2457441;2457519;104;-2;1798;2515614;159;19;160000;96;5;265;3943;613;163525;3;2;1;9;FALSE;3;999;548845,625;2500000;50000;1,72;1;2;388845,625
4258;2457578;2457654;111;-2;1798;-3;156;12;1250000;96;5;8;49;193;123100;3;1;5;8;FALSE;3;999;1343890,676;6000000;75000;2,94;1;2;93890,676
11459;2457648;2457688;111;-2;1798;1453958;301;16;1087500;96;5;70;1345;613;203216;4;2;1;9;FALSE;3;999;1704483,227;16500000;200000;3,07;1;3;616983,227
1113;2457536;2457604;103;-2;1798;1558528;26;10;2000000;96;5;128;1716;613;150214;3;2;1;9;FALSE;3;999;854314,0611;3000000;50000;1,55;1;2;1145685,939
4287;2457647;2457698;104;-2;1798;-3;156;12;1000000;96;5;128;7674;1361;80049;2;1;5;8;FALSE;3;999;527345,125;4318765;30000;2;1;2;472654,875
3869;2457320;2457354;93;-2;1798;-3;156;12;500000;96;5;170;3122;2581;143951;3;1;5;8;FALSE;3;999;1755681,165;10000000;188000;2,42;1;2;1255681,165
11948;2457575;2457666;111;-2;1798;-3;156;12;1250000;96;5;80;7776;1394;124120;3;1;5;8;FALSE;3;999;2038742;16920000;147000;1,78;1;2;788742
679;2457661;2457710;104;-2;1798;3103553;26;10;1817413;96;5;63;7933;613;145200;3;2;1;9;FALSE;3;999;734829,6585;1000000;200000;1,91;1;2;1082583,342
11262;2457661;2457685;0;-2;1798;1426511;26;10;2500000;96;5;60;1295;613;125602;3;2;1;9;FALSE;3;999;6780372,708;20000000;2500000;2,85;1;2;4280372,708
9087;2457655;2457673;111;-2;1798;3363374;26;10;2500000;96;5;128;7947;613;113426;2;2;1;9;FALSE;3;999;1154270,857;8000000;50000;2,16;1;2;1345729,143
7940;2457318;2457400;104;-2;1798;-3;156;12;850000;96;5;75;165;156;165108;3;1;5;8;FALSE;3;999;1317479,675;10000000;89400;4,39;1;2;467479,675
14084;2457632;2457722;0;-2;1798;-3;156;12;2000000;96;5;265;1349;331;210639;4;1;5;8;FALSE;3;999;873846,1538;6000000;25000;2,9;1;3;1126153,846
14959;2457642;2457737;103;424508;7;2309223;58;6;3041500;96;5;265;6038;106;174618;3;2;2;4;FALSE;3;999;5700000;50000000;26500;4,06;1;2;2658500
6590;2457611;2457676;0;-2;1798;1422536;26;10;2500000;96;5;128;1244;613;72220;2;2;1;9;FALSE;3;999;2512178,218;15000000;500000;2,62;1;1;12178,218
11747;2457412;2457499;5;-2;1798;1581816;26;10;2500000;96;5;128;2001;613;130906;3;2;1;9;FALSE;3;999;4806585,826;24504480;1000000;3,53;1;2;2306585,826
12692;2457384;2457434;0;-2;1798;60;159;19;1300000;96;5;265;3796;613;64638;2;2;1;9;FALSE;3;999;1222304,333;10000000;32800;1,77;1;1;77695,667
10122;2457408;2457496;93;-2;1798;-3;156;12;500000;96;5;128;99;155;92242;2;1;5;8;FALSE;3;999;1159703,226;5300000;50000;1,59;1;2;659703,226
12734;2457646;2457724;111;-2;1798;-3;156;12;2500000;96;5;128;7772;993;90610;2;1;5;8;FALSE;3;999;7234872,072;50000000;100000;2,13;1;2;4734872,072
1387;2457544;2457623;111;-2;1798;-3;156;12;2500000;96;5;93;7810;2185;140653;3;1;5;8;FALSE;3;999;2107142,857;8000000;100000;3,09;1;2;392857,143
13413;2457508;2457596;0;-2;1798;-3;156;12;400000;96;5;128;7738;1372;132340;3;1;5;8;FALSE;3;999;2255571,921;15000000;100000;2,23;1;2;1855571,921
10277;2457576;2457668;0;-2;1798;-3;156;12;2500000;149;7;28;7722;706;152448;3;1;5;8;FALSE;3;999;2057527,778;6700000;50000;4,71;1;2;442472,222
8547;2457446;2457504;0;-2;1798;2621536;385;11;1000000;96;5;128;4202;613;195255;4;2;1;9;FALSE;3;999;1028470,333;2000000;500000;1,6;1;3;28470,333
5655;2457466;2457553;111;-2;1798;-3;156;12;1250000;96;5;8;116;78;185036;4;1;5;8;FALSE;3;999;273771,6705;5000000;17000;1,86;1;2;976228,3295
3882;2457662;2457748;93;-2;1798;611362;238;9;3400000;96;5;128;5471;613;212958;4;2;1;9;FALSE;3;999;3152380,952;80000000;350000;2,26;1;3;247619,048
8180;2457653;2457746;111;-2;1798;2094787;238;9;1850000;96;5;128;5549;613;74201;2;2;1;9;FALSE;3;999;2017307,195;8170000;100000;3,19;1;1;167307,195
1576;2457599;2457637;104;-2;1798;1584522;385;11;1250000;96;5;128;1828;613;151915;3;2;1;9;FALSE;3;999;893172,0476;10260000;20000;1,68;1;2;356827,9524
13991;2457628;2457722;93;-2;1798;1575550;385;11;2500000;96;5;128;1757;613;142326;3;2;1;9;FALSE;3;999;3448373,984;16400000;100000;3,15;1;2;948373,984
10362;2457438;2457508;111;-2;1798;2316;26;10;1250000;96;5;128;393;613;53058;1;2;1;9;FALSE;3;999;454830,8448;1060000;25000;1,23;1;1;795169,1552
5568;2457565;2457656;93;-2;1798;-3;156;12;1000000;96;5;33;215;117;175046;3;1;5;8;FALSE;3;999;2357561,147;30000000;40000;1,78;1;2;1357561,147
12870;2457457;2457497;93;-2;1798;-3;440;15;50000;96;5;126;5646;2323;220704;4;1;5;8;FALSE;3;999;2302465,432;13497700;237000;1,88;1;1;2252465,432
12112;2457495;2457586;4;-2;1798;-3;156;12;1200000;96;5;128;7759;517;92916;2;1;5;8;FALSE;3;999;6828647,765;29000000;100000;1,68;1;2;5628647,765
12971;2457473;2457544;111;-2;1798;1510227;153;2;1982722;96;5;60;1670;613;162246;3;2;1;9;FALSE;3;999;369200;800000;30000;1,23;1;2;1613522
5502;2457589;2457658;103;121541;118;2264677;237;4;398000;96;5;128;6262;410;154452;3;2;2;4;FALSE;3;999;562627,209;3635753;50000;1,98;1;2;164627,209
12181;2457652;2457720;93;-2;1798;-3;156;12;300000;96;5;223;108;188;102548;2;1;5;8;FALSE;3;999;1052851,011;15000000;100000;2,28;1;2;752851,011
282;2457366;2457456;111;-2;1798;301823;26;10;700000;96;5;128;4767;613;104751;2;2;1;9;FALSE;3;999;376829,0877;2000000;20000;1,81;1;2;323170,9123
2526;2457653;2457744;103;-2;1798;1961018;385;11;100000;96;5;265;2717;613;193119;4;2;1;9;FALSE;3;999;745603,6712;2567000;100000;1,78;1;3;645603,6712
6652;2457558;2457626;0;-2;1798;-3;156;12;50000;96;5;128;5286;2125;200152;4;1;5;8;FALSE;3;999;215351,0964;3900000;30000;1,47;1;3;165351,0964
12368;2457534;2457626;0;-2;1798;2395375;301;16;750000;96;5;203;3763;613;65046;2;2;1;9;FALSE;3;999;1146325;10000000;50000;1,76;1;1;396325
13700;2457402;2457493;111;-2;1798;-3;156;12;300000;96;5;128;755;1628;62206;2;1;5;8;FALSE;3;999;1279371,681;15000000;50000;2,51;1;1;979371,681
5840;2457324;2457423;111;-2;1798;-3;156;12;9604902;149;7;1;7716;706;113045;2;1;5;8;FALSE;3;999;1162814,217;10100000;25000;2,08;1;2;8442087,783
2522;2457640;2457692;111;-2;1798;3438441;385;11;300000;96;5;128;4653;613;1403;1;2;1;9;FALSE;3;999;1341592,168;9500000;100000;1,24;1;1;1041592,168
10129;2457633;2457721;104;-2;1798;1888446;301;16;4607000;96;5;128;2421;613;111935;2;2;1;9;FALSE;3;999;2548153,019;20000000;50000;4,15;1;2;2058846,981
5609;2457638;2457649;0;215724;842;2965569;227;1;500000;96;5;265;7483;1288;90552;2;2;2;4;FALSE;3;999;665171,8587;8000000;39300;2,96;1;2;165171,8587
13709;2457317;2457410;103;-2;1798;-3;156;12;1250000;96;5;8;119;150;100812;2;1;5;8;FALSE;3;999;1207692,308;10100000;38700;2,57;1;2;42307,692
5068;2457624;2457687;111;-2;1798;2442326;26;10;1250000;96;5;128;3865;613;145943;3;2;1;9;FALSE;3;999;938992,1429;2500000;263000;1,19;1;2;311007,8571
2303;2457324;2457416;4;-2;1798;-3;156;12;2000000;96;5;200;5662;1629;200036;4;1;5;8;FALSE;3;999;1347976,121;6616000;10000;2,03;1;3;652023,879
8659;2457603;2457643;93;-2;1798;288963;26;10;600000;96;5;57;4759;613;164622;3;2;1;9;FALSE;3;999;0;0;0;0;1;2;600000
10775;2457482;2457545;111;-2;1798;1193607;159;19;5813449;96;5;255;574;613;143037;3;2;1;9;FALSE;3;999;719430,4348;2500000;35200;1,52;1;2;5094018,565
14028;2457344;2457376;1;-2;1798;1585675;385;11;1200000;96;5;272;1942;613;161248;3;2;1;9;FALSE;3;999;1574712,424;6616000;169900;1,53;1;2;374712,424
10832;2457624;2457717;111;-2;1798;-3;156;12;1200000;96;5;101;7815;1378;194148;4;1;5;8;FALSE;3;999;1110080,851;5000000;500000;3,25;1;3;89919,149
8386;2457586;2457666;0;-2;1798;-3;156;12;2500000;96;5;281;282;697;54134;1;1;5;8;FALSE;3;999;2372794,118;2500000;100000;1,15;1;1;127205,882
5927;2457581;2457669;138;23248;1686;2785334;58;6;202500;96;5;128;7281;2475;141957;3;2;2;4;FALSE;3;999;320238,0952;2100000;26000;1,3;1;2;117738,0952
11546;2457623;2457691;93;-2;1798;-3;156;12;1250000;96;5;7;196;121;73046;2;1;5;8;FALSE;3;999;10163708,23;100000000;50000;2,85;1;1;8913708,23
11120;2457556;2457648;111;-2;1798;-3;156;12;500000;96;5;70;1178;1597;202620;4;1;5;8;FALSE;3;999;836701,3659;3523000;100000;1,42;1;3;336701,3659
9548;2457522;2457614;111;-2;1798;2139696;385;11;1250000;96;5;75;3047;613;173055;3;2;1;9;FALSE;3;999;1505702,752;7420228;117035;1,94;1;2;255702,752
